pmid,year,title,journal,screen_reason,url
28448151,2017,"Methoxysulfinyl Radical CH3OSO: Gas-Phase Generation, Photochemistry, and Oxidation.",The journal of physical chemistry. A,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/28448151/
28417930,2017,Degradation of Methyl 2-Aminobenzoate (Methyl Anthranilate) by H₂O₂/UV: Effect of Inorganic Anions and Derived Radicals.,"Molecules (Basel, Switzerland)",no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/28417930/
28402291,2017,Multi-pulse flash light sintering of bimodal Cu nanoparticle-ink for highly conductive printed Cu electrodes.,Nanotechnology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/28402291/
28392311,2017,Two examples of indication specific radiation dose calculations in dental CBCT and Multidetector CT scanners.,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),MR/CT imaging 'FLASH': Somatom,https://pubmed.ncbi.nlm.nih.gov/28392311/
28303489,2017,In Vivo DCE-MRI for the Discrimination Between Glioblastoma and Radiation Necrosis in Rats.,Molecular imaging and biology,MR/CT imaging 'FLASH': FLASH) sequence,https://pubmed.ncbi.nlm.nih.gov/28303489/
28290238,2017,Ra-226 bioaccumulation and growth indices in fish.,International journal of radiation biology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/28290238/
28235130,2017,Image noise and dose performance across a clinical population: Patient size adaptation as a metric of CT performance.,Medical physics,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/28235130/
28208321,2017,High-efficiency γ-ray flash generation via multiple-laser scattering in ponderomotive potential well.,Physical review. E,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/28208321/
28128823,2017,Trapping of excess energy in a nano-layered microenvironment to promote chemical reactions.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/28128823/
28122119,2017,Size-specific optimization of CT protocols based on minimum detectability.,Medical physics,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/28122119/
28102389,2017,The decomposition of benzenesulfonyl azide: a matrix isolation and computational study.,Physical chemistry chemical physics : PCCP,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/28102389/
28084008,2017,Pulsed xenon flash treatment inactivates bacteria in apheresis platelet concentrates while preserving in vitro quality and functionality.,Transfusion,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/28084008/
28074019,2017,Point Organ Radiation Dose in Abdominal CT: Effect of Patient Off-Centering in an Experimental Human Cadaver Study.,Radiation protection dosimetry,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/28074019/
28032894,2017,CT breast dose reduction with the use of breast positioning and organ-based tube current modulation.,Medical physics,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/28032894/
27976779,2017,Parietin: an efficient photo-screening pigment in vivo with good photosensitizing and photodynamic antibacterial effects in vitro.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27976779/
27891826,2017,CT brain perfusion: A static phantom study of contrast-to-noise ratio and radiation dose.,Journal of medical imaging and radiation oncology,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/27891826/
27886985,2017,Efficacy of Lens Protection Systems: Dependency on Different Cranial CT Scans in The Acute Stroke Setting.,Radiation protection dosimetry,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/27886985/
27885954,2017,Novel biomarker identification using metabolomic profiling to differentiate radiation necrosis and recurrent tumor following Gamma Knife radiosurgery.,Journal of neurosurgery,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/27885954/
25894933,2017,"Alternatives to conventional thermal treatments in fruit-juice processing. Part 2: Effect on composition, phytochemical content, and physicochemical, rheological, and organoleptic properties of fruit juices.",Critical reviews in food science and nutrition,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/25894933/
25849158,2017,Alternatives to conventional thermal treatments in fruit-juice processing. Part 1: Techniques and applications.,Critical reviews in food science and nutrition,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25849158/
27778017,2017,"Hiding and unveiling trans-chalcone in a constrained derivative of 4',7-dihydroxyflavylium in water: a versatile photochromic system.",Organic & biomolecular chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27778017/
27755345,2017,Human Milk Processing: A Systematic Review of Innovative Techniques to Ensure the Safety and Quality of Donor Milk.,Journal of pediatric gastroenterology and nutrition,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27755345/
27750170,2017,Photochemical reaction between biphenyl and N(III) in the atmospheric aqueous phase.,Chemosphere,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/27750170/
27522051,2017,Comparison of Effective Dose and Image Quality for Newborn Imaging on Seven Commonly Used CT Scanners.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27522051/
27342448,2017,Ionisation Chamber for Measurement of Pulsed Photon Radiation Fields.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27342448/
27082285,2017,Vancomycin-sensitized photooxidation in the presence of the natural pigment vitamin B2: Interaction with excited states and photogenerated ROS.,Redox report : communications in free radical research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27082285/
27958300,2016,Theoretical and Experimental Study of Light-assisted Polymerization by Multimechanism Action.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27958300/
27861167,2016,Photonic sintering via flash white light combined with deep UV and NIR for SrTiO3 thin film vibration touch panel applications.,Nanotechnology,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/27861167/
27854298,2016,Diphenylcarbene Protected by Four ortho-Iodine Groups: An Unusually Persistent Triplet Carbene.,"Molecules (Basel, Switzerland)",off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/27854298/
27842105,2016,Tuning laser plasma x-ray source for single shot microscopy using nano-porous targets.,Optics letters,off-topic sense of 'flash': flash point,https://pubmed.ncbi.nlm.nih.gov/27842105/
27812591,2016,Photochemical formation of quinone methides from peptides containing modified tyrosine.,Organic & biomolecular chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/27812591/
27669109,2016,"Split lesion randomized comparative study between long pulsed Nd:YAG laser 532 and 1,064 nm in treatment of facial port-wine stain.",Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27669109/
27711566,2016,Light-induced charge separation in a P3HT/PC70BM composite as studied by out-of-phase electron spin echo spectroscopy.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27711566/
27739113,2016,Photochemistry of N-Arylsulfonimides: An Easily Available Class of Nonionic Photoacid Generators (PAGs).,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/27739113/
27722510,2016,Generation and characterization of the phenylthiyl radical and its oxidation to the phenylthiylperoxy and phenylsulfonyl radicals.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27722510/
27694696,2016,The impact of x-ray tube stabilization on localized radiation dose in axial CT scans: initial results in CTDI phantoms.,Physics in medicine and biology,MR/CT imaging 'FLASH': Somatom,https://pubmed.ncbi.nlm.nih.gov/27694696/
27662784,2016,Mechanisms of phosphene generation in ocular proton therapy as related to space radiation exposure.,Life sciences in space research,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/27662784/
27621705,2016,Photosensitivity to Triflusal: Formation of a Photoadduct with Ubiquitin Demonstrated by Photophysical and Proteomic Techniques.,Frontiers in pharmacology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27621705/
27575523,2016,Simplest N-Sulfonylamine HNSO2.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/27575523/
27571139,2016,"Characterization of the DNA-Mediated Oxidation of Dps, A Bacterial Ferritin.",Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27571139/
27553755,2016,Welding of silver nanowire networks via flash white light and UV-C irradiation for highly conductive and reliable transparent electrodes.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27553755/
27489515,2016,Comparison of set-up errors by breast size on wing board by portal imaging.,Reports of practical oncology and radiotherapy : journal of Greatpoland Cancer Center in Poznan and Polish Society of Radiation Oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/27489515/
27454932,2016,Photoswitchable diacylglycerols enable optical control of protein kinase C.,Nature chemical biology,no radiation signal + off-topic term: synaptic,https://pubmed.ncbi.nlm.nih.gov/27454932/
27410821,2016,Role of heat accumulation in the multi-shot damage of silicon irradiated with femtosecond XUV pulses at a 1 MHz repetition rate.,Optics express,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/27410821/
27343083,2016,Diagnostic accuracy and effective radiation dose of high pitch dual source multidetector computed tomography in evaluation of coronary artery bypass graft patency.,Wiener klinische Wochenschrift,MR/CT imaging 'FLASH': high pitch,https://pubmed.ncbi.nlm.nih.gov/27343083/
27282889,2016,Reduction of bacteria and human immunodeficiency virus Type 1 infectivity of platelet suspension in plasma using xenon flash-pulse light in a bench-scale trial.,Transfusion,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27282889/
27280361,2016,Spin Crossover in Fe(II) Complexes with N4S2 Coordination.,Inorganic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27280361/
27213674,2016,"Aqueous photodegradation of 4-tert-butylphenol: By-products, degradation pathway and theoretical calculation assessment.",The Science of the total environment,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27213674/
27187791,2016,Functional Green-Tuned Proteorhodopsin from Modern Stromatolites.,PloS one,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27187791/
28952576,2016,Biodiesel Production by Aspergillus niger Lipase Immobilized on Barium Ferrite Magnetic Nanoparticles.,"Bioengineering (Basel, Switzerland)",off-topic sense of 'flash': flash point,https://pubmed.ncbi.nlm.nih.gov/28952576/
27119974,2016,Convolution-based estimation of organ dose in tube current modulated CT.,Physics in medicine and biology,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/27119974/
27112630,2016,Blocking cyclobutane pyrimidine dimer formation by steric hindrance.,Organic & biomolecular chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27112630/
27088245,2016,"A Combined Experimental and Theoretical Approach to the Photogeneration of 5,6-Dihydropyrimidin-5-yl Radicals in Nonaqueous Media.",The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27088245/
27061950,2016,Photoenolization of o-Methylvalerophenone Ester Derivative.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/27061950/
27050659,2016,How Much Is the Dose Varying between Follow-Up CT-Examinations Performed on the Same Scanner with the Same Imaging Protocol?,PloS one,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/27050659/
26975337,2016,Intensive Plasmonic Flash Light Sintering of Copper Nanoinks Using a Band-Pass Light Filter for Highly Electrically Conductive Electrodes in Printed Electronics.,ACS applied materials & interfaces,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26975337/
26892685,2016,Aromatic Monochlorination Photosensitized by DDQ with Hydrogen Chloride under Visible-Light Irradiation.,"Chemistry, an Asian journal",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/26892685/
