pmid,year,title,authors,journal,category,tags,doi,pmc,url
33060122,2021,Hypofractionated FLASH-RT as an Effective Treatment against Glioblastoma that Reduces Neurocognitive Side Effects in Mice.,Montay-Gruel P; Acharya MM; Gonçalves Jorge P; Petit B; Petridis IG; Fuchs P; Leavitt R; Petersson K; Gondré M; Ollivier J; Moeckli R; Bochud F; Bailat C; Bourhis J; Germond JF; Limoli CL; Vozenin MC,Clinical cancer research : an official journal of the American Association for Cancer Research,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1158/1078-0432.CCR-20-0894,PMC7854480,https://pubmed.ncbi.nlm.nih.gov/33060122/
33033980,2021,The impact of proton therapy on cardiotoxicity following radiation treatment.,Frankart AJ; Nagarajan R; Pater L,Journal of thrombosis and thrombolysis,Reviews & Consensus,Reviews & Consensus; Radiobiology; Physics & Dosimetry,10.1007/s11239-020-02303-4,,https://pubmed.ncbi.nlm.nih.gov/33033980/
32711939,2021,Monte Carlo simulations and dose measurements of 2D range-modulators for scanned particle therapy.,Simeonov Y; Weber U; Schuy C; Engenhart-Cabillic R; Penchev P; Durante M; Zink K,Zeitschrift fur medizinische Physik,Modeling & Mechanisms,Modeling & Mechanisms; Physics & Dosimetry,10.1016/j.zemedi.2020.06.008,,https://pubmed.ncbi.nlm.nih.gov/32711939/
34037536,2020,VHEE beam dosimetry at CERN Linear Electron Accelerator for Research under ultra-high dose rate conditions.,Poppinga D; Kranzer R; Farabolini W; Gilardi A; Corsini R; Wyrwoll V; Looe HK; Delfs B; Gabrisch L; Poppe B,Biomedical physics & engineering express,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Modeling & Mechanisms,10.1088/2057-1976/abcae5,,https://pubmed.ncbi.nlm.nih.gov/34037536/
33585238,2020,"Biological and Mechanical Synergies to Deal With Proton Therapy Pitfalls: Minibeams, FLASH, Arcs, and Gantryless Rooms.",Mazal A; Vera Sanchez JA; Sanchez-Parcerisa D; Udias JM; España S; Sanchez-Tembleque V; Fraile LM; Bragado P; Gutierrez-Uzquiza A; Gordillo N; Garcia G; Castro Novais J; Perez Moreno JM; Mayorga Ortiz L; Ilundain Idoate A; Cremades Sendino M; Ares C; Miralbell R; Schreuder N,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus; Beam Delivery & Technology,10.3389/fonc.2020.613669,PMC7874206,https://pubmed.ncbi.nlm.nih.gov/33585238/
33438674,2020,High quality proton portal imaging using deep learning for proton radiation therapy: a phantom study.,Charyyev S; Lei Y; Harms J; Eaton B; McDonald M; Curran WJ; Liu T; Zhou J; Zhang R; Yang X,Biomedical physics & engineering express,Treatment Planning & Optimization,Treatment Planning & Optimization; Modeling & Mechanisms,10.1088/2057-1976/ab8a74,PMC11682722,https://pubmed.ncbi.nlm.nih.gov/33438674/
33412585,2020,APPLICATIONS OF OPTICALLY STIMULATED LUMINESCENCE IN MEDICAL DOSIMETRY.,Yukihara EG; Kron T,Radiation protection dosimetry,Reviews & Consensus,Reviews & Consensus; Physics & Dosimetry,10.1093/rpd/ncaa213,,https://pubmed.ncbi.nlm.nih.gov/33412585/
33348375,2020,"Photon GRID Radiation Therapy: A Physics and Dosimetry White Paper from the Radiosurgery Society (RSS) GRID/LATTICE, Microbeam and FLASH Radiotherapy Working Group.",Zhang H; Wu X; Zhang X; Chang SX; Megooni A; Donnelly ED; Ahmed MM; Griffin RJ; Welsh JS; Simone CB; Mayr NA,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Clinical & Translational; Radiobiology; Physics & Dosimetry; Treatment Planning & Optimization,10.1667/RADE-20-00047.1,,https://pubmed.ncbi.nlm.nih.gov/33348375/
33348373,2020,Maintenance of Tight Junction Integrity in the Absence of Vascular Dilation in the Brain of Mice Exposed to Ultra-High-Dose-Rate FLASH Irradiation.,Allen BD; Acharya MM; Montay-Gruel P; Jorge PG; Bailat C; Petit B; Vozenin MC; Limoli C,Radiation research,Radiobiology,Radiobiology,10.1667/RADE-20-00060.1,PMC7773228,https://pubmed.ncbi.nlm.nih.gov/33348373/
33348371,2020,Correction for Ion Recombination in a Built-in Monitor Chamber of a Clinical Linear Accelerator at Ultra-High Dose Rates.,Konradsson E; Ceberg C; Lempart M; Blad B; Bäck S; Knöös T; Petersson K,Radiation research,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Clinical & Translational; Modeling & Mechanisms,10.1667/RADE-19-00012,PMC7612000,https://pubmed.ncbi.nlm.nih.gov/33348371/
33348370,2020,Optimization of Alanine Measurements for Fast and Accurate Dosimetry in FLASH Radiation Therapy.,Gondré M; Jorge PG; Vozenin MC; Bourhis J; Bochud F; Bailat C; Moeckli R,Radiation research,Physics & Dosimetry,Physics & Dosimetry,10.1667/RR15568.1,,https://pubmed.ncbi.nlm.nih.gov/33348370/
33348369,2020,Radiotherapy Using High-Intensity Pulsed Radiation Beams (FLASH): A Radiation-Chemical Perspective.,Wardman P,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1667/RADE-19-00016,,https://pubmed.ncbi.nlm.nih.gov/33348369/
33342774,2020,Efficacy and toxicity of FLASH radiotherapy: A systematic review.,Omyan G; Musa AE; Shabeeb D; Akbardoost N; Gholami S,Journal of cancer research and therapeutics,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.4103/jcrt.JCRT_180_20,,https://pubmed.ncbi.nlm.nih.gov/33342774/
33314859,2020,[A New Generation of Radiotherapy Technology-Flash Radiotherapy].,Wu C; Song J; Yin B; Zhang G; Lin H; Fang C; Yang T; Qu B; Xu S,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,Radiobiology,Radiobiology,10.3969/j.issn.1671-7104.2020.06.009,,https://pubmed.ncbi.nlm.nih.gov/33314859/
33303827,2020,Abdominal FLASH irradiation reduces radiation-induced gastrointestinal toxicity for the treatment of ovarian cancer in mice.,Levy K; Natarajan S; Wang J; Chow S; Eggold JT; Loo PE; Manjappa R; Melemenidis S; Lartey FM; Schüler E; Skinner L; Rafat M; Ko R; Kim A; H Al-Rawi D; von Eyben R; Dorigo O; Casey KM; Graves EE; Bush K; Yu AS; Koong AC; Maxim PG; Loo BW; Rankin EB,Scientific reports,Radiobiology,Radiobiology; Clinical & Translational,10.1038/s41598-020-78017-7,PMC7728763,https://pubmed.ncbi.nlm.nih.gov/33303827/
33221545,2020,External beam radiation therapy with kilovoltage x-rays.,Breitkreutz DY; Weil MD; Bazalova-Carter M,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Reviews & Consensus,Reviews & Consensus; Modeling & Mechanisms; Beam Delivery & Technology; Clinical & Translational,10.1016/j.ejmp.2020.11.001,,https://pubmed.ncbi.nlm.nih.gov/33221545/
33181444,2020,The European Joint Research Project UHDpulse - Metrology for advanced radiotherapy using particle beams with ultra-high pulse dose rates.,Schüller A; Heinrich S; Fouillade C; Subiel A; De Marzi L; Romano F; Peier P; Trachsel M; Fleta C; Kranzer R; Caresana M; Salvador S; Busold S; Schönfeld A; McEwen M; Gomez F; Solc J; Bailat C; Linhart V; Jakubek J; Pawelke J; Borghesi M; Kapsch RP; Knyziak A; Boso A; Olsovcova V; Kottler C; Poppinga D; Ambrozova I; Schmitzer CS; Rossomme S; Vozenin MC,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Beam Delivery & Technology,Beam Delivery & Technology; Physics & Dosimetry,10.1016/j.ejmp.2020.09.020,,https://pubmed.ncbi.nlm.nih.gov/33181444/
35517542,2020,Significant changes in yields of 7-hydroxy-coumarin-3-carboxylic acid produced under FLASH radiotherapy conditions.,Kusumoto T; Kitamura H; Hojo S; Konishi T; Kodaira S,RSC advances,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology; Physics & Dosimetry,10.1039/d0ra07999e,PMC9057355,https://pubmed.ncbi.nlm.nih.gov/35517542/
33089504,2020,Oxygen depletion in FLASH ultra-high-dose-rate radiotherapy: A molecular dynamics simulation.,Abolfath R; Grosshans D; Mohan R,Medical physics,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1002/mp.14548,,https://pubmed.ncbi.nlm.nih.gov/33089504/
33068294,2020,Simultaneous dose and dose rate optimization (SDDRO) for FLASH proton therapy.,Gao H; Lin B; Lin Y; Fu S; Langen K; Liu T; Bradley J,Medical physics,Treatment Planning & Optimization,Treatment Planning & Optimization; Radiobiology,10.1002/mp.14531,,https://pubmed.ncbi.nlm.nih.gov/33068294/
33057078,2020,Toward an effective use of laser-driven very high energy electrons for radiotherapy: Feasibility assessment of multi-field and intensity modulation irradiation schemes.,Labate L; Palla D; Panetta D; Avella F; Baffigi F; Brandi F; Di Martino F; Fulgentini L; Giulietti A; Köster P; Terzani D; Tomassini P; Traino C; Gizzi LA,Scientific reports,Beam Delivery & Technology,Beam Delivery & Technology,10.1038/s41598-020-74256-w,PMC7560873,https://pubmed.ncbi.nlm.nih.gov/33057078/
33021102,2020,"Heavy charged particle beam therapy and related new radiotherapy technologies: The clinical potential, physics and technical developments required to deliver benefit for patients with cancer.",Kirkby KJ; Kirkby NF; Burnet NG; Owen H; Mackay RI; Crellin A; Green S,The British journal of radiology,Reviews & Consensus,Reviews & Consensus; Beam Delivery & Technology; Clinical & Translational; Radiobiology; Modeling & Mechanisms,10.1259/bjr.20200247,PMC7715999,https://pubmed.ncbi.nlm.nih.gov/33021102/
33020294,2020,"Correction for Montay-Gruel et al., Long-term neurocognitive benefits of FLASH radiotherapy driven by reduced reactive oxygen species.",,Proceedings of the National Academy of Sciences of the United States of America,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1073/pnas.2019057117,PMC7568249,https://pubmed.ncbi.nlm.nih.gov/33020294/
32991725,2020,Initial Steps Towards a Clinical FLASH Radiotherapy System: Pediatric Whole Brain Irradiation with 40 MeV Electrons at FLASH Dose Rates.,Breitkreutz DY; Shumail M; Bush KK; Tantawi SG; Maxime PG; Loo BW,Radiation research,Beam Delivery & Technology,Beam Delivery & Technology; Modeling & Mechanisms; Physics & Dosimetry; Radiobiology; Clinical & Translational,10.1667/RADE-20-00069.1,PMC7856241,https://pubmed.ncbi.nlm.nih.gov/32991725/
32991708,2020,"FLASH Investigations Using Protons: Design of Delivery System, Preclinical Setup and Confirmation of FLASH Effect with Protons in Animal Systems.",Zhang Q; Cascio E; Li C; Yang Q; Gerweck LE; Huang P; Gottschalk B; Flanz J; Schuemann J,Radiation research,Radiobiology,Radiobiology; Beam Delivery & Technology; Physics & Dosimetry; Modeling & Mechanisms,10.1667/RADE-20-00068.1,,https://pubmed.ncbi.nlm.nih.gov/32991708/
32956916,2020,Beamline characterization of a dielectric-filled reentrant cavity resonator as beam current monitor for a medical cyclotron facility.,Srinivasan S; Duperrex PA; Schippers JM,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Beam Delivery & Technology,Beam Delivery & Technology; Physics & Dosimetry,10.1016/j.ejmp.2020.09.006,,https://pubmed.ncbi.nlm.nih.gov/32956916/
32947086,2020,Technical challenges for FLASH proton therapy.,Jolly S; Owen H; Schippers M; Welsch C,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Beam Delivery & Technology,Beam Delivery & Technology; Physics & Dosimetry; Radiobiology,10.1016/j.ejmp.2020.08.005,,https://pubmed.ncbi.nlm.nih.gov/32947086/
32926735,2020,Proton Irradiation Platforms for Preclinical Studies of High-Dose-Rate (FLASH) Effects at RARAF.,Grilj V; Buonanno M; Welch D; Brenner DJ,Radiation research,Radiobiology,Radiobiology; Modeling & Mechanisms; Physics & Dosimetry,10.1667/RADE-20-00062.1,,https://pubmed.ncbi.nlm.nih.gov/32926735/
32910460,2020,A framework for defining FLASH dose rate for pencil beam scanning.,Folkerts MM; Abel E; Busold S; Perez JR; Krishnamurthi V; Ling CC,Medical physics,Beam Delivery & Technology,Beam Delivery & Technology,10.1002/mp.14456,PMC7894358,https://pubmed.ncbi.nlm.nih.gov/32910460/
32899466,2020,FLASH Radiotherapy: Current Knowledge and Future Insights Using Proton-Beam Therapy.,Hughes JR; Parsons JL,International journal of molecular sciences,Reviews & Consensus,Reviews & Consensus; Radiobiology; Modeling & Mechanisms,10.3390/ijms21186492,PMC7556020,https://pubmed.ncbi.nlm.nih.gov/32899466/
32857855,2020,LET-Dependent Intertrack Yields in Proton Irradiation at Ultra-High Dose Rates Relevant for FLASH Therapy.,Ramos-Méndez J; Domínguez-Kondo N; Schuemann J; McNamara A; Moreno-Barbosa E; Faddegon B,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Physics & Dosimetry; Radiobiology,10.1667/RADE-20-00084.1,PMC7644138,https://pubmed.ncbi.nlm.nih.gov/32857855/
32857849,2020,Evaluating the Reproducibility of Mouse Anatomy under Rotation in a Custom Immobilization Device for Conformal FLASH Radiotherapy.,Ko RB; Soto LA; von Eyben R; Melemenidis S; Rankin EB; Maxim PG; Graves EE; Loo BW,Radiation research,Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology,10.1667/RADE-20-00095,PMC7856226,https://pubmed.ncbi.nlm.nih.gov/32857849/
32853387,2020,Ultra-High-Dose-Rate FLASH Irradiation Limits Reactive Gliosis in the Brain.,Montay-Gruel P; Markarian M; Allen BD; Baddour JD; Giedzinski E; Jorge PG; Petit B; Bailat C; Vozenin MC; Limoli C; Acharya MM,Radiation research,Radiobiology,Radiobiology,10.1667/RADE-20-00067.1,PMC7856066,https://pubmed.ncbi.nlm.nih.gov/32853387/
32853385,2020,FLASH Irradiation Results in Reduced Severe Skin Toxicity Compared to Conventional-Dose-Rate Irradiation.,Soto LA; Casey KM; Wang J; Blaney A; Manjappa R; Breitkreutz D; Skinner L; Dutt S; Ko RB; Bush K; Yu AS; Melemenidis S; Strober S; Englemann E; Maxim PG; Graves EE; Loo BW,Radiation research,Radiobiology,Radiobiology,10.1667/RADE-20-00090,PMC7855987,https://pubmed.ncbi.nlm.nih.gov/32853385/
32853355,2020,All Irradiations that are Ultra-High Dose Rate may not be FLASH: The Critical Importance of Beam Parameter Characterization and In Vivo Validation of the FLASH Effect.,Vozenin MC; Montay-Gruel P; Limoli C; Germond JF,Radiation research,Radiobiology,Radiobiology,10.1667/RADE-20-00141.1,,https://pubmed.ncbi.nlm.nih.gov/32853355/
32853343,2020,"Ultra-High Dose-Rate, Pulsed (FLASH) Radiotherapy with Carbon Ions: Generation of Early, Transient, Highly Oxygenated Conditions in the Tumor Environment.",Zakaria AM; Colangelo NW; Meesungnoen J; Azzam EI; Plourde MÉ; Jay-Gerin JP,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1667/RADE-19-00015.1,PMC7856087,https://pubmed.ncbi.nlm.nih.gov/32853343/
32721941,2020,Physics and biology of ultrahigh dose-rate (FLASH) radiotherapy: a topical review.,Esplen N; Mendonca MS; Bazalova-Carter M,Physics in medicine and biology,Reviews & Consensus,Reviews & Consensus; Radiobiology; Physics & Dosimetry; Treatment Planning & Optimization; Clinical & Translational; Modeling & Mechanisms,10.1088/1361-6560/abaa28,,https://pubmed.ncbi.nlm.nih.gov/32721941/
32706989,2020,"History and current perspectives on the biological effects of high-dose spatial fractionation and high dose-rate approaches: GRID, Microbeam & FLASH radiotherapy.",Griffin RJ; Prise KM; McMahon SJ; Zhang X; Penagaricano J; Butterworth KT,The British journal of radiology,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.1259/bjr.20200217,PMC7465857,https://pubmed.ncbi.nlm.nih.gov/32706989/
32638078,2020,Imaged-guided and muscle sparing laparoscopic anorectoplasty using real-time magnetic resonance imaging.,Jarboe M; Ladino-Torres M; Wild L; Spremo D; Elkins S; Ladouceur R; Nagy D; Ehrlich P; Ralls M,Pediatric surgery international,Clinical & Translational,Clinical & Translational,10.1007/s00383-020-04700-5,,https://pubmed.ncbi.nlm.nih.gov/32638078/
32624349,2020,"Corrigendum to ""Challenges of dosimetry of ultra-short pulsed very high energy electron beams"" [Phys. Med. 42 (2017) 327-331].",Subiel A; Moskvin V; Welsh GH; Cipiccia S; Reboredo D; DesRosiers C; Jaroszynski DA,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1016/j.ejmp.2020.06.022,,https://pubmed.ncbi.nlm.nih.gov/32624349/
32601350,2020,Author Correction: Ultra high dose rate (35 Gy/sec) radiation does not spare the normal tissue in cardiac and splenic models of lymphopenia and gastrointestinal syndrome.,Venkatesulu BP; Sharma A; Pollard-Larkin JM; Sadagopan R; Symons J; Neri S; Singh PK; Tailor R; Lin SH; Krishnan S,Scientific reports,Radiobiology,Radiobiology,10.1038/s41598-020-67913-7,PMC7324618,https://pubmed.ncbi.nlm.nih.gov/32601350/
32599789,2020,Neuroprotection of Radiosensitive Juvenile Mice by Ultra-High Dose Rate FLASH Irradiation.,Alaghband Y; Cheeks SN; Allen BD; Montay-Gruel P; Doan NL; Petit B; Jorge PG; Giedzinski E; Acharya MM; Vozenin MC; Limoli CL,Cancers,Radiobiology,Radiobiology,10.3390/cancers12061671,PMC7352849,https://pubmed.ncbi.nlm.nih.gov/32599789/
32592212,2020,An ionizing radiation acoustic imaging (iRAI) technique for real-time dosimetric measurements for FLASH radiotherapy.,Oraiqat I; Zhang W; Litzenberg D; Lam K; Ba Sunbul N; Moran J; Cuneo K; Carson P; Wang X; El Naqa I,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology; Clinical & Translational,10.1002/mp.14358,PMC7722001,https://pubmed.ncbi.nlm.nih.gov/32592212/
32534957,2020,A physicochemical model of reaction kinetics supports peroxyl radical recombination as the main determinant of the FLASH effect.,Labarbe R; Hotoiu L; Barbier J; Favaudon V,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology; Physics & Dosimetry,10.1016/j.radonc.2020.06.001,,https://pubmed.ncbi.nlm.nih.gov/32534957/
32526719,2020,Using a small-core graphite calorimeter for dosimetry and scintillator quenching corrections in a therapeutic proton beam.,Christensen JB; Vestergaard A; Andersen CE,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms,10.1088/1361-6560/ab9bc3,,https://pubmed.ncbi.nlm.nih.gov/32526719/
