pmid,year,title,journal,screen_reason,url
26975337,2016,Intensive Plasmonic Flash Light Sintering of Copper Nanoinks Using a Band-Pass Light Filter for Highly Electrically Conductive Electrodes in Printed Electronics.,ACS applied materials & interfaces,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26975337/
26892685,2016,Aromatic Monochlorination Photosensitized by DDQ with Hydrogen Chloride under Visible-Light Irradiation.,"Chemistry, an Asian journal",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/26892685/
26833240,2016,Radical-mediated dehydrogenation of bile acids by means of hydrogen atom transfer to triplet carbonyls.,Organic & biomolecular chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26833240/
26806215,2016,All-photonic drying and sintering process via flash white light combined with deep-UV and near-infrared irradiation for highly conductive copper nano-ink.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26806215/
26760219,2016,Photolysis of a Benzyne Precursor Studied by Time-Resolved FTIR Spectroscopy.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/26760219/
26633742,2016,Mechanistic Studies on the Photoallergy Mediated by Fenofibric Acid: Photoreactivity with Serum Albumins.,Chemical research in toxicology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/26633742/
26498452,2016,Analysis of experimental tendinitis in rats treated with laser and platelet-rich plasma therapies by Raman spectroscopy and histometry.,Lasers in medical science,no radiation signal + off-topic term: semiconductor,https://pubmed.ncbi.nlm.nih.gov/26498452/
26579941,2015,(56)Fe Irradiation Alters Spine Density and Dendritic Complexity in the Mouse Hippocampus.,Radiation research,no radiation signal + off-topic term: synaptic,https://pubmed.ncbi.nlm.nih.gov/26579941/
26569596,2015,Searching for Improved Photoreleasing Abilities of Organic Molecules.,Accounts of chemical research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26569596/
26545041,2015,"Monohydroxylated Polybrominated Diphenyl Ethers (OH-PBDEs) and Dihydroxylated Polybrominated Biphenyls (Di-OH-PBBs): Novel Photoproducts of 2,6-Dibromophenol.",Environmental science & technology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/26545041/
26524191,2015,Reaction of Triplet Phenylnitrene with Molecular Oxygen.,The Journal of organic chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26524191/
26511675,2015,"Synthesis of FMRFaNV, a Photoreleasable Caged Transmitter Designed to Study Neuron-Glia Interactions in the Central Nervous System.",Bioconjugate chemistry,no radiation signal + off-topic term: synaptic,https://pubmed.ncbi.nlm.nih.gov/26511675/
26505908,2015,Copper Nanoparticle/Multiwalled Carbon Nanotube Composite Films with High Electrical Conductivity and Fatigue Resistance Fabricated via Flash Light Sintering.,ACS applied materials & interfaces,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26505908/
26444864,2015,"A molecular insight into the phototoxic reactions observed with vemurafenib, a first-line drug against metastatic melanoma.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/26444864/
26406388,2015,Dethreading of Tetraalkylsuccinamide-Based [2]Rotaxanes for Preparing Benzylic Amide Macrocycles.,The Journal of organic chemistry,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/26406388/
26373072,2015,Ultra-High Speed Fabrication of TiO2 Photoanode by Flash Light for Dye-Sensitized Solar Cell.,Journal of nanoscience and nanotechnology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26373072/
26275526,2015,A Singlet Thiophosphoryl Nitrene and Its Interconversion with Thiazyl and Thionitroso Isomers.,Journal of the American Chemical Society,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/26275526/
26248797,2015,"The Methylsulfonyloxyl Radical, CH3SO3.",Angewandte Chemie (International ed. in English),no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/26248797/
26229666,2015,Quantifying intra- and inter-fractional motion in breast radiotherapy.,Journal of medical radiation sciences,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/26229666/
26037331,2015,Optical Absorption and Magnetic Field Effect Based Imaging of Transient Radicals.,Angewandte Chemie (International ed. in English),no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/26037331/
25948082,2015,Synthesis and testing of ZnO nanoparticles for photo-initiation: experimental observation of two different non-migration initiators for bulk polymerization.,Nanoscale,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25948082/
25913069,2015,Environmentally benign and facile reduction of graphene oxide by flash light irradiation.,Nanotechnology,no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/25913069/
25849967,2015,Photochromic phenoxyl-imidazolyl radical complexes with decoloration rates from tens of nanoseconds to seconds.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25849967/
25760227,2015,"Direct detection of a triplet vinylnitrene, 1,4-naphthoquinone-2-ylnitrene, in solution and cryogenic matrices.",Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/25760227/
25745031,2015,Coherent X-Ray Diffraction Imaging of Chloroplasts from Cyanidioschyzon merolae by Using X-Ray Free Electron Laser.,Plant & cell physiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25745031/
25714508,2015,A highly reliable copper nanowire/nanoparticle ink pattern with high conductivity on flexible substrate prepared via a flash light-sintering technique.,ACS applied materials & interfaces,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25714508/
25693827,2015,Degradation of organic ultraviolet filter diethylamino hydroxybenzoyl hexyl benzoate in aqueous solution by UV/H2O2.,Environmental science and pollution research international,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25693827/
25663129,2015,Hydrogen production on a hybrid photocatalytic system composed of ultrathin CdS nanosheets and a molecular nickel complex.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/25663129/
25656843,2015,Decomposition of fluorophosphoryl diazide: a joint experimental and theoretical study.,Physical chemistry chemical physics : PCCP,off-topic sense of 'flash': flash vacuum pyrolysis,https://pubmed.ncbi.nlm.nih.gov/25656843/
25644623,2015,From lignocellulosic biomass to lactic- and glycolic-acid oligomers: a gram-scale microwave-assisted protocol.,ChemSusChem,no radiation signal + off-topic term: microwave-assisted,https://pubmed.ncbi.nlm.nih.gov/25644623/
29560234,2015,Mechanisms and applications of cyclometalated Pt(ii) complexes in photoredox catalytic trifluoromethylation.,Chemical science,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/29560234/
25589341,2015,Photochemical properties of gemifloxacin: a laser flash photolysis study.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/25589341/
25543054,2015,Protective effects of systemic treatment with methylprednisolone in a rodent model of non-arteritic anterior ischemic optic neuropathy (rAION).,Experimental eye research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25543054/
25523987,2015,"Solvent-free one-step photochemical hydroxylation of benzene derivatives by the singlet excited state of 2,3-Dichloro-5,6-dicyano-p-benzoquinone acting as a super oxidant.","Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/25523987/
25463180,2015,The photochemistry of carbon nanotubes and its impact on the photo-degradation of dye pollutants in aqueous solutions.,Journal of colloid and interface science,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/25463180/
25455674,2015,Mechanistic study of fulvic acid assisted propranolol photodegradation in aqueous solution.,Chemosphere,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25455674/
25433071,2015,Photoreleasable ligands to study intracrine angiotensin II signalling.,The Journal of physiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25433071/
25418033,2015,A caged substrate peptide for matrix metalloproteinases.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/25418033/
25231233,2015,Microwave-assisted extraction of phycobiliproteins from Porphyridium purpureum.,Applied biochemistry and biotechnology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/25231233/
25158978,2015,Photodegradation of antibiotic 5-sulfaminouracil in the presence of vitamin B2: a kinetic study.,Redox report : communications in free radical research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25158978/
24981808,2015,Mechanistic analysis of cavitation assisted transesterification on biodiesel characteristics.,Ultrasonics sonochemistry,off-topic sense of 'flash': flash point,https://pubmed.ncbi.nlm.nih.gov/24981808/
25367793,2014,A mutation of Aspergillus niger for hyper-production of citric acid from corn meal hydrolysate in a bioreactor.,Journal of Zhejiang University. Science. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25367793/
25197768,2014,Dictating photoreactivity through restricted bond rotations: cross-photoaddition of atropisomeric acrylimide derivatives under UV/visible-light irradiation.,The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/25197768/
25172394,2014,Molecular design of recombinant scFv antibodies for site-specific photocoupling to β-cyclodextrin in solution and onto solid support.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/25172394/
25163813,2014,Triplet sensitized photolysis of a vinyl azide: direct detection of a triplet vinyl azide and nitrene.,The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/25163813/
25129761,2014,Hydroxyl radical-induced crosslinking and radiation-initiated hydrogel formation in dilute aqueous solutions of carboxymethylcellulose.,Carbohydrate polymers,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25129761/
25113582,2014,Oxygenation by ruthenium monosubstituted polyoxotungstates in aqueous solution: experimental and computational dissection of a Ru(III)-Ru(V) catalytic cycle.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/25113582/
25058169,2014,"Chemistry and photochemistry of 2,6-bis(2-hydroxybenzilidene)cyclohexanone. An example of a compound following the anthocyanins network of chemical reactions.",The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/25058169/
25046555,2014,"Trans-cis isomerization of vinylketones through triplet 1,2-biradicals.",The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/25046555/
24939233,2014,All-optical regulation of gene expression in targeted cells.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24939233/
24916116,2014,Highly conductive copper nano/microparticles ink via flash light sintering for printed electronics.,Nanotechnology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24916116/
24911271,2014,Photochemical and photobiological studies on furoquinazolines as new psoralen analogs.,"Journal of photochemistry and photobiology. B, Biology",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/24911271/
24892692,2014,4'-carboxy-7-hydroxyflavylium. A multistate system involving twelve species reversibly interconverted by pH and light stimuli.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24892692/
24870752,2014,Health-related quality of life in women with breast cancer: a literature-based review of psychometric properties of breast cancer-specific measures.,Asian Pacific journal of cancer prevention : APJCP,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/24870752/
24862455,2014,"Flavylium network of chemical reactions in confined media: modulation of 3',4',7-trihydroxyflavilium reactions by host-guest interactions with cucurbit[7]uril.",Chemphyschem : a European journal of chemical physics and physical chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24862455/
